N,itm,Date,u,v
1,1,2025-10-15 18:30:00,0.03,0.03
2,2,2025-10-15 19:30:00,0.02,0.05
3,3,2025-10-15 20:30:00,0.01,0.08
4,4,2025-10-15 21:30:00,-0.01,0.09
5,5,2025-10-15 22:30:00,-0.01,0.1
6,6,2025-10-15 23:30:00,-0.02,0.11
7,7,2025-10-16 00:30:00,-0.02,0.11
8,8,2025-10-16 01:30:00,-0.02,0.1
9,9,2025-10-16 02:30:00,-0.01,0.09
10,10,2025-10-16 03:30:00,-0.01,0.08
11,11,2025-10-16 04:30:00,-0.01,0.07
12,12,2025-10-16 05:30:00,-0.0,0.06
13,13,2025-10-16 06:30:00,0.01,0.04
14,14,2025-10-16 07:30:00,0.02,0.03
15,15,2025-10-16 08:30:00,0.03,0.01
16,16,2025-10-16 09:30:00,0.05,-0.01
17,17,2025-10-16 10:30:00,0.07,-0.04
18,18,2025-10-16 11:30:00,0.07,-0.07
19,19,2025-10-16 12:30:00,0.05,-0.07
20,20,2025-10-16 13:30:00,0.02,-0.06
21,21,2025-10-16 14:30:00,-0.0,-0.03
22,22,2025-10-16 15:30:00,-0.02,0.0
23,23,2025-10-16 16:30:00,-0.03,0.04
24,24,2025-10-16 17:30:00,-0.02,0.06
25,25,2025-10-16 18:30:00,0.0,0.08
26,26,2025-10-16 19:30:00,0.02,0.08
27,27,2025-10-16 20:30:00,0.03,0.08
28,28,2025-10-16 21:30:00,0.03,0.08
29,29,2025-10-16 22:30:00,0.02,0.08
30,30,2025-10-16 23:30:00,0.02,0.08
31,31,2025-10-17 00:30:00,0.01,0.08
32,32,2025-10-17 01:30:00,0.01,0.08
33,33,2025-10-17 02:30:00,0.01,0.08
34,34,2025-10-17 03:30:00,0.01,0.08
35,35,2025-10-17 04:30:00,0.01,0.07
36,36,2025-10-17 05:30:00,0.01,0.07
37,37,2025-10-17 06:30:00,0.01,0.06
38,38,2025-10-17 07:30:00,0.01,0.06
39,39,2025-10-17 08:30:00,0.01,0.05
40,40,2025-10-17 09:30:00,0.01,0.05
41,41,2025-10-17 10:30:00,0.02,0.04
42,42,2025-10-17 11:30:00,0.02,0.03
43,43,2025-10-17 12:30:00,0.03,0.02
44,44,2025-10-17 13:30:00,0.04,0.01
45,45,2025-10-17 14:30:00,0.05,-0.0
46,46,2025-10-17 15:30:00,0.05,-0.01
47,47,2025-10-17 16:30:00,0.04,-0.01
48,48,2025-10-17 17:30:00,0.03,-0.0
49,49,2025-10-17 18:30:00,0.01,0.01
50,50,2025-10-17 19:30:00,0.0,0.03
51,51,2025-10-17 20:30:00,0.0,0.04
52,52,2025-10-17 21:30:00,-0.0,0.05
53,53,2025-10-17 22:30:00,-0.01,0.07
54,54,2025-10-17 23:30:00,-0.01,0.07
55,55,2025-10-18 00:30:00,-0.02,0.08
56,56,2025-10-18 01:30:00,-0.03,0.08
57,57,2025-10-18 02:30:00,-0.03,0.08
58,58,2025-10-18 03:30:00,-0.04,0.08
59,59,2025-10-18 04:30:00,-0.04,0.08
60,60,2025-10-18 05:30:00,-0.05,0.08
61,61,2025-10-18 06:30:00,-0.05,0.07
62,62,2025-10-18 07:30:00,-0.04,0.06
63,63,2025-10-18 08:30:00,-0.04,0.04
64,64,2025-10-18 09:30:00,-0.03,0.03
65,65,2025-10-18 10:30:00,-0.03,0.02
66,66,2025-10-18 11:30:00,-0.04,0.03
67,67,2025-10-18 12:30:00,-0.04,0.04
68,68,2025-10-18 13:30:00,-0.04,0.06
69,69,2025-10-18 14:30:00,-0.03,0.07
70,70,2025-10-18 15:30:00,-0.03,0.09
71,71,2025-10-18 16:30:00,-0.03,0.1
72,72,2025-10-18 17:30:00,-0.03,0.11
73,73,2025-10-18 18:30:00,-0.03,0.13
74,74,2025-10-18 19:30:00,-0.02,0.13
75,75,2025-10-18 20:30:00,-0.02,0.13
76,76,2025-10-18 21:30:00,-0.02,0.13
77,77,2025-10-18 22:30:00,-0.01,0.13
78,78,2025-10-18 23:30:00,-0.01,0.13
79,79,2025-10-19 00:30:00,-0.0,0.13
80,80,2025-10-19 01:30:00,-0.0,0.12
81,81,2025-10-19 02:30:00,-0.01,0.11
82,82,2025-10-19 03:30:00,-0.01,0.1
83,83,2025-10-19 04:30:00,-0.01,0.09
84,84,2025-10-19 05:30:00,-0.01,0.08
85,85,2025-10-19 06:30:00,-0.01,0.08
86,86,2025-10-19 07:30:00,-0.01,0.07
87,87,2025-10-19 08:30:00,-0.01,0.06
88,88,2025-10-19 09:30:00,-0.01,0.06
89,89,2025-10-19 10:30:00,-0.01,0.05
90,90,2025-10-19 11:30:00,0.0,0.06
91,91,2025-10-19 12:30:00,0.0,0.06
92,92,2025-10-19 13:30:00,0.0,0.06
93,93,2025-10-19 14:30:00,0.0,0.07
94,94,2025-10-19 15:30:00,0.0,0.07
95,95,2025-10-19 16:30:00,0.0,0.07
96,96,2025-10-19 17:30:00,0.01,0.07
97,97,2025-10-19 18:30:00,0.01,0.07
98,98,2025-10-19 19:30:00,0.01,0.07
99,99,2025-10-19 20:30:00,0.01,0.07
100,100,2025-10-19 21:30:00,0.01,0.07
101,101,2025-10-19 22:30:00,0.01,0.07
102,102,2025-10-19 23:30:00,0.01,0.07
103,103,2025-10-20 00:30:00,0.0,0.08
104,104,2025-10-20 01:30:00,-0.0,0.08
105,105,2025-10-20 02:30:00,-0.0,0.08
106,106,2025-10-20 03:30:00,-0.0,0.08
107,107,2025-10-20 04:30:00,-0.0,0.09
108,108,2025-10-20 05:30:00,-0.0,0.09
109,109,2025-10-20 06:30:00,-0.0,0.09
110,110,2025-10-20 07:30:00,-0.0,0.08
111,111,2025-10-20 08:30:00,0.0,0.08
112,112,2025-10-20 09:30:00,0.01,0.07
113,113,2025-10-20 10:30:00,0.02,0.06
114,114,2025-10-20 11:30:00,0.02,0.05
115,115,2025-10-20 12:30:00,0.02,0.04
116,116,2025-10-20 13:30:00,0.01,0.03
117,117,2025-10-20 14:30:00,0.01,0.03
118,118,2025-10-20 15:30:00,0.01,0.03
119,119,2025-10-20 16:30:00,0.01,0.03
120,120,2025-10-20 17:30:00,0.01,0.04
121,121,2025-10-20 18:30:00,0.01,0.04
122,122,2025-10-20 19:30:00,0.02,0.05
123,123,2025-10-20 20:30:00,0.02,0.05
124,124,2025-10-20 21:30:00,0.03,0.06
125,125,2025-10-20 22:30:00,0.03,0.06
126,126,2025-10-20 23:30:00,0.03,0.06
127,127,2025-10-21 00:30:00,0.03,0.06
128,128,2025-10-21 01:30:00,0.03,0.06
129,129,2025-10-21 02:30:00,0.03,0.06
130,130,2025-10-21 03:30:00,0.03,0.06
131,131,2025-10-21 04:30:00,0.03,0.05
132,132,2025-10-21 05:30:00,0.03,0.05
133,133,2025-10-21 06:30:00,0.03,0.05
134,134,2025-10-21 07:30:00,0.03,0.05
135,135,2025-10-21 08:30:00,0.03,0.05
136,136,2025-10-21 09:30:00,0.03,0.05
137,137,2025-10-21 10:30:00,0.03,0.06
138,138,2025-10-21 11:30:00,0.03,0.06
139,139,2025-10-21 12:30:00,0.03,0.07
140,140,2025-10-21 13:30:00,0.03,0.08
141,141,2025-10-21 14:30:00,0.03,0.08
142,142,2025-10-21 15:30:00,0.03,0.08
143,143,2025-10-21 16:30:00,0.03,0.08
144,144,2025-10-21 17:30:00,0.03,0.07
145,145,2025-10-21 18:30:00,0.02,0.07
146,146,2025-10-21 19:30:00,0.02,0.07
147,147,2025-10-21 20:30:00,0.02,0.06
148,148,2025-10-21 21:30:00,0.02,0.06
149,149,2025-10-21 22:30:00,0.01,0.05
150,150,2025-10-21 23:30:00,0.01,0.05
151,151,2025-10-22 00:30:00,0.01,0.04
152,152,2025-10-22 01:30:00,0.01,0.04
153,153,2025-10-22 02:30:00,0.01,0.04
154,154,2025-10-22 03:30:00,0.0,0.04
155,155,2025-10-22 04:30:00,0.0,0.04
