N,itm,Date,u,v
1,1,2025-10-13 18:30:00,-0.01,-0.02
2,2,2025-10-13 19:30:00,-0.01,-0.02
3,3,2025-10-13 20:30:00,-0.0,-0.01
4,4,2025-10-13 21:30:00,0.0,0.0
5,5,2025-10-13 22:30:00,0.0,0.02
6,6,2025-10-13 23:30:00,0.01,0.05
7,7,2025-10-14 00:30:00,0.02,0.08
8,8,2025-10-14 01:30:00,0.05,0.12
9,9,2025-10-14 02:30:00,0.07,0.13
10,10,2025-10-14 03:30:00,0.05,0.12
11,11,2025-10-14 04:30:00,0.02,0.11
12,12,2025-10-14 05:30:00,0.02,0.1
13,13,2025-10-14 06:30:00,0.02,0.09
14,14,2025-10-14 07:30:00,0.01,0.07
15,15,2025-10-14 08:30:00,0.01,0.06
16,16,2025-10-14 09:30:00,0.02,0.04
17,17,2025-10-14 10:30:00,0.03,0.03
18,18,2025-10-14 11:30:00,0.03,0.01
19,19,2025-10-14 12:30:00,0.03,-0.0
20,20,2025-10-14 13:30:00,0.02,-0.01
21,21,2025-10-14 14:30:00,0.01,-0.02
22,22,2025-10-14 15:30:00,0.01,-0.02
23,23,2025-10-14 16:30:00,0.01,-0.03
24,24,2025-10-14 17:30:00,0.0,-0.03
25,25,2025-10-14 18:30:00,-0.0,-0.02
26,26,2025-10-14 19:30:00,-0.01,-0.02
27,27,2025-10-14 20:30:00,-0.01,-0.01
28,28,2025-10-14 21:30:00,-0.01,-0.01
29,29,2025-10-14 22:30:00,-0.01,0.0
30,30,2025-10-14 23:30:00,-0.0,0.03
31,31,2025-10-15 00:30:00,0.0,0.06
32,32,2025-10-15 01:30:00,0.02,0.1
33,33,2025-10-15 02:30:00,0.05,0.15
34,34,2025-10-15 03:30:00,0.07,0.17
35,35,2025-10-15 04:30:00,0.05,0.15
36,36,2025-10-15 05:30:00,0.02,0.13
37,37,2025-10-15 06:30:00,0.01,0.13
38,38,2025-10-15 07:30:00,0.02,0.11
39,39,2025-10-15 08:30:00,0.03,0.09
40,40,2025-10-15 09:30:00,0.03,0.07
41,41,2025-10-15 10:30:00,0.02,0.06
42,42,2025-10-15 11:30:00,0.03,0.04
43,43,2025-10-15 12:30:00,0.04,0.01
44,44,2025-10-15 13:30:00,0.04,-0.0
45,45,2025-10-15 14:30:00,0.03,-0.01
46,46,2025-10-15 15:30:00,0.02,-0.02
47,47,2025-10-15 16:30:00,0.01,-0.03
48,48,2025-10-15 17:30:00,0.01,-0.03
49,49,2025-10-15 18:30:00,-0.0,-0.03
50,50,2025-10-15 19:30:00,-0.01,-0.02
51,51,2025-10-15 20:30:00,-0.01,-0.02
52,52,2025-10-15 21:30:00,-0.01,-0.01
53,53,2025-10-15 22:30:00,-0.01,-0.0
54,54,2025-10-15 23:30:00,-0.0,0.0
55,55,2025-10-16 00:30:00,0.01,0.01
56,56,2025-10-16 01:30:00,0.01,0.03
57,57,2025-10-16 02:30:00,0.02,0.07
58,58,2025-10-16 03:30:00,0.04,0.11
59,59,2025-10-16 04:30:00,0.06,0.14
60,60,2025-10-16 05:30:00,0.06,0.14
61,61,2025-10-16 06:30:00,0.02,0.12
62,62,2025-10-16 07:30:00,-0.01,0.11
63,63,2025-10-16 08:30:00,-0.0,0.11
64,64,2025-10-16 09:30:00,0.01,0.09
65,65,2025-10-16 10:30:00,0.01,0.08
66,66,2025-10-16 11:30:00,0.01,0.07
67,67,2025-10-16 12:30:00,0.01,0.06
68,68,2025-10-16 13:30:00,0.02,0.04
69,69,2025-10-16 14:30:00,0.02,0.02
70,70,2025-10-16 15:30:00,0.01,0.01
71,71,2025-10-16 16:30:00,-0.0,-0.0
72,72,2025-10-16 17:30:00,-0.0,-0.01
73,73,2025-10-16 18:30:00,-0.0,-0.02
74,74,2025-10-16 19:30:00,-0.0,-0.02
75,75,2025-10-16 20:30:00,-0.01,-0.01
76,76,2025-10-16 21:30:00,-0.01,-0.0
77,77,2025-10-16 22:30:00,-0.02,0.01
78,78,2025-10-16 23:30:00,-0.02,0.02
79,79,2025-10-17 00:30:00,-0.01,0.03
80,80,2025-10-17 01:30:00,-0.0,0.05
81,81,2025-10-17 02:30:00,0.01,0.08
82,82,2025-10-17 03:30:00,0.03,0.13
83,83,2025-10-17 04:30:00,0.04,0.15
84,84,2025-10-17 05:30:00,0.03,0.15
85,85,2025-10-17 06:30:00,0.01,0.13
86,86,2025-10-17 07:30:00,-0.0,0.13
87,87,2025-10-17 08:30:00,0.0,0.12
88,88,2025-10-17 09:30:00,0.01,0.1
89,89,2025-10-17 10:30:00,0.01,0.08
90,90,2025-10-17 11:30:00,0.01,0.07
91,91,2025-10-17 12:30:00,0.01,0.06
92,92,2025-10-17 13:30:00,0.01,0.04
93,93,2025-10-17 14:30:00,0.01,0.03
94,94,2025-10-17 15:30:00,0.01,0.02
95,95,2025-10-17 16:30:00,0.01,0.01
96,96,2025-10-17 17:30:00,0.0,-0.01
97,97,2025-10-17 18:30:00,-0.0,-0.01
98,98,2025-10-17 19:30:00,-0.0,-0.02
99,99,2025-10-17 20:30:00,-0.0,-0.01
100,100,2025-10-17 21:30:00,-0.01,-0.01
101,101,2025-10-17 22:30:00,-0.01,0.0
102,102,2025-10-17 23:30:00,-0.01,0.01
103,103,2025-10-18 00:30:00,-0.01,0.02
104,104,2025-10-18 01:30:00,-0.01,0.04
105,105,2025-10-18 02:30:00,-0.01,0.06
106,106,2025-10-18 03:30:00,0.0,0.09
107,107,2025-10-18 04:30:00,0.02,0.11
108,108,2025-10-18 05:30:00,0.03,0.12
109,109,2025-10-18 06:30:00,0.02,0.12
110,110,2025-10-18 07:30:00,-0.0,0.11
111,111,2025-10-18 08:30:00,-0.0,0.11
112,112,2025-10-18 09:30:00,0.01,0.11
113,113,2025-10-18 10:30:00,0.02,0.1
114,114,2025-10-18 11:30:00,0.01,0.1
115,115,2025-10-18 12:30:00,0.01,0.1
116,116,2025-10-18 13:30:00,0.02,0.09
117,117,2025-10-18 14:30:00,0.02,0.08
118,118,2025-10-18 15:30:00,0.03,0.07
119,119,2025-10-18 16:30:00,0.03,0.06
120,120,2025-10-18 17:30:00,0.02,0.05
121,121,2025-10-18 18:30:00,0.02,0.03
122,122,2025-10-18 19:30:00,0.02,0.02
123,123,2025-10-18 20:30:00,0.02,0.02
124,124,2025-10-18 21:30:00,0.01,0.02
125,125,2025-10-18 22:30:00,-0.0,0.02
126,126,2025-10-18 23:30:00,-0.01,0.03
127,127,2025-10-19 00:30:00,-0.0,0.02
128,128,2025-10-19 01:30:00,-0.0,0.03
129,129,2025-10-19 02:30:00,-0.0,0.04
130,130,2025-10-19 03:30:00,-0.0,0.06
131,131,2025-10-19 04:30:00,0.0,0.07
132,132,2025-10-19 05:30:00,0.0,0.08
133,133,2025-10-19 06:30:00,0.01,0.09
134,134,2025-10-19 07:30:00,0.01,0.09
135,135,2025-10-19 08:30:00,0.0,0.09
136,136,2025-10-19 09:30:00,0.0,0.09
137,137,2025-10-19 10:30:00,0.0,0.1
138,138,2025-10-19 11:30:00,0.01,0.09
139,139,2025-10-19 12:30:00,0.0,0.09
140,140,2025-10-19 13:30:00,0.0,0.1
141,141,2025-10-19 14:30:00,0.0,0.1
142,142,2025-10-19 15:30:00,0.01,0.09
143,143,2025-10-19 16:30:00,0.02,0.08
144,144,2025-10-19 17:30:00,0.03,0.07
145,145,2025-10-19 18:30:00,0.04,0.05
146,146,2025-10-19 19:30:00,0.05,0.03
147,147,2025-10-19 20:30:00,0.05,0.02
148,148,2025-10-19 21:30:00,0.05,0.01
149,149,2025-10-19 22:30:00,0.04,-0.0
150,150,2025-10-19 23:30:00,0.03,0.0
151,151,2025-10-20 00:30:00,0.02,0.01
152,152,2025-10-20 01:30:00,0.02,0.02
153,153,2025-10-20 02:30:00,0.01,0.03
154,154,2025-10-20 03:30:00,0.01,0.04
155,155,2025-10-20 04:30:00,0.01,0.05
